Gene	NoUVB.1	NoUVB.2	NoUVB.3	UVB-Saline.1	UVB-Saline.2	UVB-Saline.3	UVB-hCOL3A1.1	UVB-hCOL3A1.2	UVB-hCOL3A1.3
ENSMUSG00000087937_Gm26046	0	0	0	0	0	0	0	0	0
ENSMUSG00000087938_Gm26049	0	0	0	0	0	0	0	0	0
ENSMUSG00000087939_Gm23676	0	0	0	0	0	0	0	0	0
ENSMUSG00000087940_Gm24246	0	0	0	0	0	0	0	0	0
ENSMUSG00000087942_Gm24244	0	0	0	0	0	0	0	0	0
ENSMUSG00000087947_Gm24249	0	0	0	0	0	0	0	0	0
ENSMUSG00000087949_Gm24251	1	0	0	0	0	0	0	0	0
ENSMUSG00000087950_Mir1948	0	0	0	0	0	0	0	0	0
ENSMUSG00000087954_Gm22559	0	0	0	0	0	0	0	0	0
ENSMUSG00000087963_Gm25394	140.89	122	157	130	160.85	110	135	119.84	112.85
ENSMUSG00000087964_Gm25388	0	0	0	0	0	0	0	0	0
ENSMUSG00000087966_Gm25390	0	0	0	0	0	0	0	0	0
ENSMUSG00000087967_Gm25391	0	0	0	0	0	0	0	0	0
ENSMUSG00000087968_Gm25395	421	964	1113	805	1038	780	1254	653	839
ENSMUSG00000087973_Gm23716	0	0	0	0	0	0	0	0	0
ENSMUSG00000087980_Gm22226	0	0	0	0	0	0	0	0	0
ENSMUSG00000087985_Gm22223	0	0	0	0	0	0	0	0	0
ENSMUSG00000087987_Gm22221	0	0	0	0	0	0	0	0	0
ENSMUSG00000087990_Gm25058	0	0	0	0	0	0	0	0	0
ENSMUSG00000087992_Gm25059	0	0	0	2	0	0	0	0	0
ENSMUSG00000087993_Mir1982	0	0	0	0	0	0	0	0	0
ENSMUSG00000087995_Gm25054	0	0	0	0	0	0	0	0	0
ENSMUSG00000087997_Gm25056	0	0	0	0	0	0	0	0	0
ENSMUSG00000088001_Gm22883	0	0	0	0	0	0	0	0	0
ENSMUSG00000088002_Gm24775	0	0	0	0	0	0	0	0	0
ENSMUSG00000088005_Gm24787	0	0	0	0	0	0	0	0	0
ENSMUSG00000088008_Gm25492	28	49	58	59	66	48	61	33	40
ENSMUSG00000088009_Gm24774	0	0	0	0	0	0	0	0	0
ENSMUSG00000088015_Mir1932	0	0	0	0	0	0	0	0	0
ENSMUSG00000088018_Gm23390	0	0	0	0	0	0	0	0	0
ENSMUSG00000088019_Gm23826	0	0	0	0	0	0	0	0	0
ENSMUSG00000088020_Gm22762	0	0	0	0	0	0	0	0	0
ENSMUSG00000088021_Gm22145	0	0	0	0	0	0	0	0	0
ENSMUSG00000088025_Rprl3	599.1	479.33	1278.69	1103.67	1242.35	1229.48	484.06	842.99	861.18
ENSMUSG00000088027_Gm22144	0	0	0	0	0	0	0	0	0
ENSMUSG00000088037_Gm24992	0	0	0	0	2	0	0	0	0
ENSMUSG00000088039_Gm24994	0	0	0	0	0	0	0	0	0
ENSMUSG00000088040_Gm23329	0	0	0	0	0	0	0	0	0
ENSMUSG00000088041_Gm25261	0	0	0	0	0	0	0	0	0
ENSMUSG00000088043_Gm23328	0	0	0	0	0	0	0	0	0
ENSMUSG00000088044_Gm23326	0	0	0	0	0	0	0	0	0
ENSMUSG00000088045_Gm23327	0	0	0	0	0	0	0	0	0
ENSMUSG00000088046_Gm23324	0	0	0	0	0	0	0	0	0
ENSMUSG00000088047_Gm23325	0	0	0	0	0	0	0	0	0
ENSMUSG00000088048_Gm23331	0	0	0	0	0	0	0	0	0
ENSMUSG00000088050_Gm54363	0	0	0	0	0	0	0	0	0
ENSMUSG00000088051_Gm26150	0	0	0	0	0	0	0	0	0
ENSMUSG00000088054_Mir1968	0	0	0	0	0	0	0	0	0
ENSMUSG00000088055_Gm26148	0	0	0	0	0	0	0	0	0
ENSMUSG00000088058_Gm26153	0	0	0	0	0	0	0	0	0
ENSMUSG00000088060_Gm24475	0	0	0	0	0	0	0	0	0
ENSMUSG00000088068_Gm47290	0	0	0	0	0	0	0	0	0
ENSMUSG00000088071_Gm22818	0	0	0	0	0	0	0	0	0
ENSMUSG00000088073_Gm22817	0	0	0	0	0	0	0	0	0
ENSMUSG00000088076_Gm22815	0	0	0	0	0	0	0	0	0
ENSMUSG00000088084_Gm25342	0	0	0	0	0	0	0	0	0
ENSMUSG00000088088_Rmrp	54777.23	95158.01	114051.58	94230.89	79718.9	82341.16	68322.22	67998.87	61095.16
ENSMUSG00000088093_Gm22811	0	0	0	0	0	0	0	0	0
ENSMUSG00000088094_Gm23670	0	0	0	0	0	0	0	0	0
ENSMUSG00000088095_Gm23669	0	0	0	0	0	0	0	0	0
ENSMUSG00000088098_Gm23674	0	0	0	0	0	0	0	0	0
ENSMUSG00000088103_Gm23993	0	0	0	0	0	0	0	0	0
ENSMUSG00000088104_Gm22380	0	0	0	0	0	0	0	0	0
ENSMUSG00000088105_Gm22379	0	0	0	0	0	0	0	0	0
ENSMUSG00000088106_Gm22378	0	0	0	0	0	0	0	0	0
ENSMUSG00000088108_Snora47	12	7	19	10	16	4	16	11	7
ENSMUSG00000088111_Gm24064	0	0	0	0	0	0	0	0	0
ENSMUSG00000088113_Mir1960	0	0	0	0	0	0	0	0	0
ENSMUSG00000088114_Gm24061	0	0	0	0	0	0	0	0	0
ENSMUSG00000088121_Gm25721	0	0	0	0	0	0	0	0	0
ENSMUSG00000088125_Gm26070	0	0	0	1	0	0	0	0	0
ENSMUSG00000088126_Gm22870	0	0	0	0	0	0	0	0	0
ENSMUSG00000088134_Gm22310	1	0	0	0	0	1	1	1	0
ENSMUSG00000088135_Gm22588	0	0	0	0	0	0	0	0	0
ENSMUSG00000088139_Gm27343	0	0	0	0	0	0	0	0	0
ENSMUSG00000088141_Mir1962	0	1	0	1	0	3	1	0	0
ENSMUSG00000088145_Gm24719	0	0	0	0	0	0	1	0	0
ENSMUSG00000088146_Gm24718	0	0	0	0	0	0	0	0	0
ENSMUSG00000088147_Gm24717	0	0	0	0	0	0	0	0	0
ENSMUSG00000088148_Mir1983	0	0	0	0	1	1	0	1	0
ENSMUSG00000088149_Gm24716	0	0	0	0	0	0	0	0	0
ENSMUSG00000088151_Gm26347	0	0	0	0	1	1	0	0	0
ENSMUSG00000088152_Gm25572	0	0	0	0	0	0	0	0	0
ENSMUSG00000088154_Gm25637	0	0	0	0	0	1	0	0	0
ENSMUSG00000088155_Gm26349	0	0	0	0	0	0	0	0	0
ENSMUSG00000088157_Gm26351	0	0	0	0	0	0	0	0	0
ENSMUSG00000088159_Gm26345	0	0	0	0	0	0	0	0	0
ENSMUSG00000088160_Gm23538	0	0	0	0	0	0	0	0	0
ENSMUSG00000088164_Gm23534	0	0	0	0	0	0	0	0	0
ENSMUSG00000088167_Gm23535	0	0	0	0	0	0	0	0	0
ENSMUSG00000088168_Gm23540	0	0	0	0	0	0	0	0	0
ENSMUSG00000088169_Gm22059	1	0	1	0	0.54	0	0	1	0
ENSMUSG00000088172_Gm25217	0	0	0	0	0	0	0	0	0
ENSMUSG00000088175_Gm23101	0	0	0	0	0	0	0	0	0
ENSMUSG00000088180_Gm22218	0	0	0	0	0	0	0	0	0
ENSMUSG00000088183_Gm22215	0	0	0	0	0	0	0	0	0
ENSMUSG00000088185_Scarna2	692	1342	1118	1274	1252	1027	1028	828	759
ENSMUSG00000088191_Gm23903	0	0	0	0	0	0	0	0	0
ENSMUSG00000088192_Gm23904	0	0	0	0	0	0	0	0	0
ENSMUSG00000088195_Gm23901	0	0	0	0	0	0	0	0	0
ENSMUSG00000088196_Gm23902	0	0	0	0	0	0	0	0	0
ENSMUSG00000088197_Gm24138	0	0	0	0	0	0	0	0	0
ENSMUSG00000088198_Gm23906	0	0	0	0	0	0	0	0	0
ENSMUSG00000088201_Gm23754	0	0	0	0	0	0	0	0	0
ENSMUSG00000088208_Gm23751	2	4	7	8	10	4	10	7	6
ENSMUSG00000088212_Gm22082	0	0	0	0	1	1	0	0	0
ENSMUSG00000088217_Gm22079	0	0	0	0	0	0	0	0	0
ENSMUSG00000088218_Gm22078	0	0	0	0	0	0	0	0	0
ENSMUSG00000088224_Gm25406	1	0	0	0	1	0	2	0	0
ENSMUSG00000088225_Gm22598	0	0	0	0	0	0	0	0	0
ENSMUSG00000088227_Gm22597	0	0	0	0	0	0	0	0	0
ENSMUSG00000088228_Gm22603	0	0	0	0	0	0	0	0	0
ENSMUSG00000088232_Gm25429	0	0	0	0	0	0	0	0	0
ENSMUSG00000088236_Gm25425	0	0	0	0	0	0	0	0	0
ENSMUSG00000088240_Gm22915	0	0	0	0	0	0	0	0	0
ENSMUSG00000088241_Gm22916	0	0	0	0	0	0	0	0	0
ENSMUSG00000088242_Gm25913	0	0	0	0	0	0	0	0	0
ENSMUSG00000088244_Gm25909	0	0	0	0	0	0	0	0	0
ENSMUSG00000088245_Gm25910	0	0	0	0	0	0	0	0	0
ENSMUSG00000088248_Mir1969	0	0	0	0	0	0	0	0	0
ENSMUSG00000088252_Snord13	35	20	68	64	141	64	83	51	53
ENSMUSG00000088253_Gm24285	0	0	0	0	0	0	0	0	0
ENSMUSG00000088254_Gm24289	11	6	12	9	20	10	12	13	12
ENSMUSG00000088255_Gm24288	0	0	0	0	0	0	0	0	0
ENSMUSG00000088257_Gm24286	0	0	0	0	0	0	0	0	0
ENSMUSG00000088258_Gm24291	0	0	0	0	0	0	0	0	0
ENSMUSG00000088260_Gm24780	0	0	0	0	0	0	0	0	0
ENSMUSG00000088261_Gm24781	0	0	0	0	0	0	0	0	0
ENSMUSG00000088265_Gm24784	0	0	0	0	0	0	0	0	0
ENSMUSG00000088266_Gm24782	0	0	0	0	0	0	0	0	0
ENSMUSG00000088273_Gm23123	10.13	5.15	9.12	8.01	5.1	3.1	3.7	13.62	7.96
ENSMUSG00000088275_Gm23124	0	0	0	0	0	0	0	0	0
ENSMUSG00000088276_Gm23125	0	0	0	0	0	0	0	0	0
ENSMUSG00000088281_Gm23585	0	0	0	0	0	0	0	0	0
ENSMUSG00000088282_Gm23586	0	0	0	0	0	0	0	0	0
ENSMUSG00000088293_Gm26411	0	0	0	0	0	0	0	0	0
ENSMUSG00000088296_Gm26409	0	0	0	0	0	0	0	0	0
ENSMUSG00000088297_Gm26408	0	0	0	0	0	0	0	0	0
ENSMUSG00000088303_Gm23382	0	0	0	0	0	0	0	0	0
ENSMUSG00000088304_Gm24504	0	0	0	0	0	0	0	0	0
ENSMUSG00000088307_Gm24505	0	0	0	0	0	0	0	0	0
ENSMUSG00000088308_Gm24507	2	7	6	2	2	4	8	3	1
ENSMUSG00000088310_Gm26183	0	0	0	0	0	0	0	0	0
ENSMUSG00000088311_Gm26184	0	0	0	0	0	0	0	0	0
ENSMUSG00000088312_Gm26181	0	0	0	0	0	0	0	0	0
ENSMUSG00000088313_Gm26182	0	0	0	0	0	0	0	0	0
ENSMUSG00000088318_Gm26187	0	0	0	0	0	0	0	0	0
ENSMUSG00000088320_Gm25665	0	0	0	0	0	0	0	0	0
ENSMUSG00000088323_Gm25663	0	1.77	4.5	8.41	3.53	4.61	3.89	2.65	2.5
ENSMUSG00000088325_Gm25668	0	0	2	0	0	0	1	0	0
ENSMUSG00000088329_Gm25661	0	0	0	0	0	0	0	0	0
ENSMUSG00000088332_Gm22847	0	0	0	0	0	0	0	0	0
ENSMUSG00000088333_Gm27396	0	0	0	0	0	0	0	0	0
ENSMUSG00000088337_Gm22845	0	0	0	0	0	0	0	0	0
ENSMUSG00000088339_Gm22850	0	0	0	0	0	0	0	0	0
ENSMUSG00000088343_Gm22339	0	0	0	0	0	0	0	0	0
ENSMUSG00000088344_Gm22336	0	0	0	0	0	0	0	0	0
ENSMUSG00000088346_Gm22337	0	0	0	0	0	0	0	0	0
ENSMUSG00000088349_Gm22335	0	0	0	0	0	0	0	0	0
ENSMUSG00000088351_Gm24016	0	0	0	0	0.62	0	0	0	0
ENSMUSG00000088352_Gm24013	0	0	0	0	0	0	0	0	0
ENSMUSG00000088358_Gm24008	0	0	0	0	0	0	0	0	0
ENSMUSG00000088362_Gm23498	0	0	0	0	0	0	0	0	0
ENSMUSG00000088363_Gm23497	0	0	0	0	0	0.93	0	0	0
ENSMUSG00000088364_Gm28020	0	0	0	0	0	0	0	0	0
ENSMUSG00000088370_Gm22880	0	0	0	0	0	0	0	0	0
ENSMUSG00000088372_Gm22881	0	1	0	0	0	1	0	0	0
ENSMUSG00000088373_Mir1956	0	0	0	0	0	0	0	0	0
ENSMUSG00000088374_Gm22882	0	0	0	0	0	0	0	0	0
ENSMUSG00000088377_Gm25183	0	0	0	0	0	0	0	0	0
ENSMUSG00000088378_Gm25184	0	0	0	0	1.32	0	0	0	0
ENSMUSG00000088379_Gm25185	0	0	0	0	0	0	0	0	0
ENSMUSG00000088380_Gm24686	0	0	0	0	0	0	0	0	0
ENSMUSG00000088383_Gm24687	0	0	0	0	0	0	0	0	0
ENSMUSG00000088387_Gm24691	0	0	0	0	0	0	0	0	0
ENSMUSG00000088391_Gm26310	0	0	0	0	0	0	0	0	0
ENSMUSG00000088392_Gm26307	0	0	0	0	0	0	0	0	0
ENSMUSG00000088394_Gm26312	0	0	0	0	0	0	0	0	0
ENSMUSG00000088398_Gm26306	0	0	0	0	0	0	0	0	0
ENSMUSG00000088402_Gm25887	0	0	0	0	0	0	0	0	0
ENSMUSG00000088405_Gm25886	0	0	0	0	0	0	0	0	0
ENSMUSG00000088407_Gm25884	0	0	0	0	0	0	0	0	0
ENSMUSG00000088408_Gm25881	0	0	0	0	0	0	0	0	0
ENSMUSG00000088410_Gm24240	0	0	0	0	0	0	0	0	0
ENSMUSG00000088412_Gm24241	0	0	0	2	0	0	0	0	0
ENSMUSG00000088414_Mir1967	0	0	0	0	0	0	0	0	0
ENSMUSG00000088418_Gm26162	0	0	0	0	0	0	0	0	0
ENSMUSG00000088419_Gm24236	0	0	0	0	0	0	0	0	0
ENSMUSG00000088420_Gm22551	0	0	0	0	0	0	0	0	0
ENSMUSG00000088423_Gm22554	0	0	0	0	0	0	0	0	0
ENSMUSG00000088425_Gm24422	0	0	0	0	0	0	0	0	0
ENSMUSG00000088429_Gm22557	0	0	0	0	0	0	0	0	0
ENSMUSG00000088432_Gm25384	0	0	0	0	0	0	0	0	0
ENSMUSG00000088435_Gm25383	0	0	0	0	0	0	0	0	0
ENSMUSG00000088437_Gm24198	0	0	0	0	0	1	2	0	0
ENSMUSG00000088440_Gm23555	0	0	0	0	0	0	0	0	0
ENSMUSG00000088441_Gm25599	0	0	0	0	0	0	0	0	0
ENSMUSG00000088443_Gm23554	0	0	0	0	0	0	0	0	0
ENSMUSG00000088444_Gm22187	0	0	0	0	0	0	0	0	0
ENSMUSG00000088445_Gm23557	0	0	0	0	0	0	0	0	0
ENSMUSG00000088447_Gm22186	0	0	0	0	0	0	0	0	0
ENSMUSG00000088450_Gm26369	0	0	0	0	0	0	0	0	0
ENSMUSG00000088451_Gm26368	0	0	0	0	1	0	0	0	0
ENSMUSG00000088454_Gm26371	0	0	0	0	0	0	0	0	0
ENSMUSG00000088458_Gm26373	0	0	0	0	0	0	0	0	0
ENSMUSG00000088459_Mir1941	0	0	0	0	0	1	0	0	0
ENSMUSG00000088464_Mir1970	0	0	0	0	0	0	0	0	0
ENSMUSG00000088465_Gm24745	0	0	0	0	0	0	0	0	0
ENSMUSG00000088468_Gm24750	0	0	0	0	0	0	0	0	0
ENSMUSG00000088469_Gm24751	0	0	0	0	0	0	0	0	0
ENSMUSG00000088471_Gm23080	0	0	0	0	0	0	0	0	0
ENSMUSG00000088472_Gm23079	0	0	0	0	0	0	0	0	0
ENSMUSG00000088476_Gm23083	0	0	0	0	0	0	0	0	0
ENSMUSG00000088477_Gm23082	0	0	0	0	0	0	0	0	0
ENSMUSG00000088478_Mir1946b	0	0	0	1	0	0	0	0	0
ENSMUSG00000088479_Gm23077	0	0	0	1	0	0	0	0	0
ENSMUSG00000088481_Gm23644	0	0	0	0	0	0	0	0	0
ENSMUSG00000088482_Gm23641	0	0	0	0	0	0	0	0	0
ENSMUSG00000088484_Gm23592	0	0	0	0	0	0	0	0	0
ENSMUSG00000088490_Gm24400	0	0	0	0	0	0	1	0	1
ENSMUSG00000088491_Mir1953	0	0	0	0	0	0	0	0	0
ENSMUSG00000088493_Gm24401	0	2	0	0	1	0	2	1	0
ENSMUSG00000088494_Gm24399	0	0	0	0	0	0	0	0	0
ENSMUSG00000088495_Gm24398	0	0	0	0	0	0	0	0	0
ENSMUSG00000088499_Gm22654	0	0	0	0	0	0	0	0	0
ENSMUSG00000088501_Gm22788	0	0	0	0	0	0	0	0	0
ENSMUSG00000088504_Gm26490	0	0	2	2	1	0	0	0	0
ENSMUSG00000088505_Gm26489	0	0	0	0	0	0	0	0	0
ENSMUSG00000088506_Gm24409	0	0	0	0	0	0	0	0	0
ENSMUSG00000088509_Gm22789	0	0	0	0	0	0	0	0	0
ENSMUSG00000088510_Gm23036	0	0	0	0	0	0	0	0	0
ENSMUSG00000088511_Gm24435	0	0	0	0	0	0	0	0	0
ENSMUSG00000088512_Gm24467	0	0	0	0	0	0	0	0	0
ENSMUSG00000088515_Gm23043	0	0	0	0	0	0	0	0	0
ENSMUSG00000088516_Gm23044	0	1	0	0	0	0	0	0	0
ENSMUSG00000088517_Gm24437	0	0	0	0	0	0	0	0	0
ENSMUSG00000088521_Gm26088	0	0	0	0	0	0	0	0	0
ENSMUSG00000088524_Snord2	0	0	0	0	0	0	0.1	0.62	0
ENSMUSG00000088525_Gm26085	0	0	0	0	0	0	0	0	0
ENSMUSG00000088526_Gm26087	0	0	0	0	0	0	0	0	0
ENSMUSG00000088528_Gm26084	0	0	0	0	0	0	0	0	0
ENSMUSG00000088530_Gm23280	0	0	0	0	0	0	0	0	0
ENSMUSG00000088533_Gm24998	0	0	0	0	0	0	0	0	0
ENSMUSG00000088536_Gm23278	0	0	0	0	0	0	0	0	0
ENSMUSG00000088538_Gm23276	0	0	0	0	0	0	0	0	0
ENSMUSG00000088539_Gm23277	0	0	0	0	0	0	0	0	0
ENSMUSG00000088541_Gm24963	0	0	0	0	0	0	0	0	0
ENSMUSG00000088544_Mir1945	0	0	0	0	0	0	0	0	0
ENSMUSG00000088545_Gm25982	0	0	0	0	0	0	0	0	0
ENSMUSG00000088547_Gm24965	0	0	0	0	0	0	0	0	0
ENSMUSG00000088550_Gm22099	0	0	0	0	0	0	0	0	0
ENSMUSG00000088551_Gm22100	0	0	0	0	0	0	0	0	0
ENSMUSG00000088552_Mir1957a	0	1	0	0	0	0	0	0	0
ENSMUSG00000088558_Gm22506	0	0	0	0	0	0	0	0	0
ENSMUSG00000088559_Mir1981	0	0	0	0	0	0	0	1	0
ENSMUSG00000088563_Gm23779	0	0	0	0	0	0	0	0	0
ENSMUSG00000088575_Gm24537	0	0	0	0	0	0	0	0	0
ENSMUSG00000088577_Gm25456	0	0	0	0	0	0	0	0	0
ENSMUSG00000088578_Gm25459	0	0	0	0	0	0	0	0	0
ENSMUSG00000088579_Gm25460	0	0	0	0	0	0	0	0	0
ENSMUSG00000088582_Gm22966	0	0	0	0	0	0	0	0	0
ENSMUSG00000088583_Gm22965	0	0	0	0	0	0	0	0	0
ENSMUSG00000088594_Gm23965	0	0	0	0	0	0	0	0	0
ENSMUSG00000088603_Gm24192	0	0	0	0	0	0	0	0	0
ENSMUSG00000088606_Mir1951	0	0	0	0	0	0	0	0	0
ENSMUSG00000088616_Gm26000	0	0	0	0	0	0	0	0	0
ENSMUSG00000088620_Gm23032	0	0	0	0	0	0	0	0	0
ENSMUSG00000088621_Gm23033	0	0	0	0	0	0	0	0	0
ENSMUSG00000088622_Gm23316	0	0	0	0	0	0	0	0	0
ENSMUSG00000088623_Gm23031	0	0	0	0	0	0	0	0	0
ENSMUSG00000088625_Gm23318	6	2	3	0	5	2	9	1	3
ENSMUSG00000088626_Gm23034	0	0	1	0	0	0	0	0	0
ENSMUSG00000088627_Gm23035	0	0	0	0	0	0	0	0	0
ENSMUSG00000088628_Gm23315	0	0	0	0	0	0	0	0	0
ENSMUSG00000088630_Gm22312	0	0	0	0	0	0	0	0	0
ENSMUSG00000088633_Gm22313	0	0	0	0	0	0	0	0	0
ENSMUSG00000088634_Gm24958	0	0	0	0	0	0	1	1	0
ENSMUSG00000088635_Gm22315	0	0	0	0	0	0	0	0	0
ENSMUSG00000088638_Gm25846	0	0	0	0	0	0	0	0	0
ENSMUSG00000088639_Mir1955	0	1	0	0	0	0	0	0	0
ENSMUSG00000088640_Gm26482	0	0	0	0	0	0	0	0	0
ENSMUSG00000088644_Gm26485	0	0	0	0	0	0	0	0	0
ENSMUSG00000088647_Gm26487	0	0	0	0	0	0	0	0	0
ENSMUSG00000088649_Gm26262	0	0	0	0	0	0	0	0	0
ENSMUSG00000088651_Gm24853	0	0.49	0	0	0	0	0	0	0
ENSMUSG00000088653_Gm24851	0	0	0	0	0	0	0	0	0
ENSMUSG00000088654_Gm24850	0	0	0	0	0	0	0	0	0
ENSMUSG00000088656_Gm24848	0	0	0	0	0	0	0	0	0
ENSMUSG00000088658_Gm24846	0	0	0	0	0	0	0	0	0
ENSMUSG00000088668_Gm25335	0	0	0	0	0	0	0	0	0
ENSMUSG00000088669_Gm25336	0	0	0	0	0	0	0	0	0
ENSMUSG00000088672_Gm23664	0	0	0	0	0	0	0	0	0
ENSMUSG00000088675_Rprl1	0	0	0	0	0	0	0	0	0
ENSMUSG00000088678_Gm23666	0	0	0	0	0	0	0	0	0
ENSMUSG00000088679_Gm23665	0	0	0	0	0	0	0	0	0
ENSMUSG00000088684_Gm23994	0	0	0	0	0	0	0	0	0
ENSMUSG00000088685_Gm23995	0	0	0	0	0	0	0	0	0
ENSMUSG00000088687_Gm23996	0	0	0	0	0	0	0	0	0
ENSMUSG00000088688_Gm24000	0	0	0	0	0	0	0	0	0
ENSMUSG00000088689_Scarna17	7	19	17	20	24	6	23	14	10
ENSMUSG00000088691_Gm22331	0	0	0	0	0	0	0	0	0
ENSMUSG00000088692_Gm23838	0	0	0	0	0	0	0	0	0
ENSMUSG00000088693_Gm22330	0	0	0	0	0	0	0	0	0
ENSMUSG00000088695_Gm22334	0	0	0	0	1	0	0	0	0
ENSMUSG00000088696_Gm22333	0	0	0	0	0	0	0	0	0
ENSMUSG00000088697_Gm22332	0	0	0	0	0	0	0	0	0
ENSMUSG00000088704_Gm25550	0	0	0	0	0	0	0	0	0
ENSMUSG00000088705_Gm25549	0	0	0	1	0	0	1	0	0
ENSMUSG00000088706_Gm25552	0	0	0	0	0	0	0	0	0
ENSMUSG00000088708_Gm25558	0	0	0	0	0	0	1	0	0
ENSMUSG00000088712_Gm22728	2	1	0	0	0	1	0	2	0
ENSMUSG00000088715_Gm22727	0	0	0	0	0	0	0	0	0
ENSMUSG00000088716_Gm22724	0	0	0	0	0	0	0	0	0
ENSMUSG00000088717_Gm22725	0	0	0	0	0	0	0	0	0
ENSMUSG00000088718_Gm22732	0	0	0	0	0	0	0	0	0
ENSMUSG00000088719_Gm22733	0	0	0	0	0	0	0	0	0
ENSMUSG00000088721_Gm22212	0	0	0	0	0	0	0	0	0
ENSMUSG00000088726_Gm22210	0	0	0	0	0	0	0	0	0
ENSMUSG00000088730_Gm23892	0	0	0	0	0	0	0	0	0
ENSMUSG00000088733_Gm23895	0	0	0	0	0	0	0	0	0
ENSMUSG00000088734_Gm23896	0	0	0	0	0	0	0	0	0
ENSMUSG00000088735_Gm23897	0	0	0	0	0	0	0	0	0
ENSMUSG00000088738_Gm55858	0	0	0	0	0	0	0	0	0
ENSMUSG00000088739_Gm23891	0	0	0	0	0	0	0	0	0
ENSMUSG00000088740_Gm23220	0	0	0	0	0	0	0	0	0
ENSMUSG00000088744_Gm23223	0	0	0	0	0	0	0	0	0
ENSMUSG00000088746_Gm23225	0	0	0	0	0	0	0	0	0
ENSMUSG00000088748_Gm23219	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750_Gm24901	0	0	0	0	0	0	0	0	0
ENSMUSG00000088751_Gm24902	0	0	0	0	0	0	0	0	0
ENSMUSG00000088752_Mir1934	0	0	0	0	0	0	0	0	0
ENSMUSG00000088754_Gm24905	0	0	0	0	0	0	0	0	0
ENSMUSG00000088756_Gm24903	0	0	0	0	0	0	0	0	0
ENSMUSG00000088760_Gm24393	0	0	0	0	0	0	0	0	0
ENSMUSG00000088761_Gm24392	0	0	0	0	0	0	0	0	0
ENSMUSG00000088764_Gm24395	0	0	0	0	0	0	0	0	0
ENSMUSG00000088766_Gm24394	0	0	0	0	0	0	0	0	0
ENSMUSG00000088768_Gm25494	0	0	0	0	0	0	0	0	0
ENSMUSG00000088772_Gm26040	0	0	0	0	0	0	0	0	0
ENSMUSG00000088774_Gm26036	0	0	0	0	0	0	0	0	0
ENSMUSG00000088776_Gm26038	0	0	0	0	0	0	0	0	0
ENSMUSG00000088781_Gm25373	0	0	0	0	0	0	0	0	0
ENSMUSG00000088782_Gm25375	0	0	0	0	0	0	0	0	0
ENSMUSG00000088784_Gm25370	0	0	0	0	0	0	0	0	0
ENSMUSG00000088791_Gm22542	0	0	0	0	0	0	0	0	0
ENSMUSG00000088792_Gm22539	0	0	0	0	0	0	0	0	0
ENSMUSG00000088793_Gm22540	0	0	1	0	1	0	0	0	0
ENSMUSG00000088796_Gm22536	0	0	0	0	0	0	0	0	0
ENSMUSG00000088798_Gm22534	0	0	0	0	0	0	0	0	0
ENSMUSG00000088800_Gm24075	0	0	0	0	0	0	0	0	0
ENSMUSG00000088810_Gm22382	0	0	0	0	0	0	0	0	0
ENSMUSG00000088811_Gm22381	0	0	0	0	0	0	0	0	0
ENSMUSG00000088816_Gm22387	0	0	0	0	0	0	0	0	0
ENSMUSG00000088817_Gm22386	0	0	0	0	0	0	0	0	0
ENSMUSG00000088820_Gm25224	0	0	0	0	0	0	0	0	0
ENSMUSG00000088823_Gm25226	0	0	0	0	0	0	0	0	0
ENSMUSG00000088824_Gm25222	0	0	0	0	0	0	0	0	0
ENSMUSG00000088829_Gm25227	0	0	0	0	0	0	0	0	0
ENSMUSG00000088830_Gm23545	0	0	0	0	0	0	0	0	0
ENSMUSG00000088835_Gm23547	73.61	105.12	105.17	104.69	156.34	103.08	83.5	81.82	64.5
ENSMUSG00000088836_Gm23546	0	0	0	0	0	0	0	0	0
ENSMUSG00000088839_Gm27510	0	0	0	0	0	0	0	0	0
ENSMUSG00000088840_Gm26358	0	0	0	0	0	0	0	0	0
ENSMUSG00000088843_Gm26357	0	0	0	0	0	0	0	0	0
ENSMUSG00000088846_Gm26354	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848_Gm26352	0	0	0	0	0	0	0	0	0
ENSMUSG00000088850_Gm24729	0	0	0	0	0	0	0	0	0
ENSMUSG00000088851_Gm24728	0	0	0	0	0	0	0	0	0
ENSMUSG00000088852_Gm24731	0	0	0	0	0	0	0	0	0
ENSMUSG00000088853_Gm24730	1	4	2	1	0	2	2	0	2
ENSMUSG00000088854_Gm24725	0	0	0	0	0	0	0	0	0
ENSMUSG00000088857_Gm24726	0	0	0	0	0	0	0	0	0
ENSMUSG00000088858_Gm24723	0	0	0	0	0	0	0	0	0
ENSMUSG00000088860_Mir1947	0	0	0	0	0	0	0	0	0
ENSMUSG00000088863_Gm23067	0	0	0	0	0	0	0	0	0
ENSMUSG00000088868_Gm23072	0	0	0	0	0	0	0	0	0
ENSMUSG00000088870_Gm25866	0	0	0	0	0	0	0	0	0
ENSMUSG00000088874_Gm25863	0	0	0	0	0	0	0	0	0
ENSMUSG00000088875_Gm25862	0	1	0	0	1	0	0	2	0
ENSMUSG00000088876_Gm25861	0	0	0	0	0	0	0	0	0
ENSMUSG00000088877_Gm25860	0	0	0	0	0	0	0	0	0
ENSMUSG00000088879_Gm25867	0	0	0	0	0	0	0	0	0
